ip,username,password,timestamp,method,endpoint,status,user_agent,referrer,login_status
218.92.0.223,janedoe,admin,2025-04-20T21:52:49+0300,DELETE,/profile,400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://example.com,failed
218.92.0.216,charlie,x' OR 1=1 --,2025-04-21T03:52:49+0900,PUT,/login,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://facebook.com,failed
218.92.0.218,hilary,' OR 1=1#,2025-04-20T21:52:49+0300,OPTIONS,/register,301,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://someother.com,success
103.55.38.6,angela,root,2025-04-20T11:52:49-0700,HEAD,/usr/login,502,curl/7.68.0,https://bot.com/spam,success
218.92.0.221,alex,1234abcd,2025-04-21T03:52:49+0900,PUT,/dashboard,500,python-requests/2.25.1,-,failed
146.70.80.184,root,root' OR '1'='1,2025-04-20T19:52:49+0100,PATCH,/dashboard,404,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://secured.com,success
218.92.0.220,david,letmein123,2025-04-21T06:52:49+1200,PATCH,/api/user,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://hacked.com/exploit,success
185.246.208.200,adam,admin' #,2025-04-20T21:52:49+0300,DELETE,/admin,400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://unknown.tld/weird,failed
218.92.0.228,dbadmin,admin' --,2025-04-21T04:52:49+1000,OPTIONS,/usr/login,400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://attack.com/malicious,success
45.66.11.10,dbadmin,""" onmouseover=""alert(1)""",2025-04-21T04:52:49+1000,OPTIONS,/settings,401,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://bot.com/spam,success
185.129.62.62,smith,passw0rd,2025-04-20T20:52:49+0200,PUT,/auth,502,PostmanRuntime/7.29.0,https://evil.com/redirect,success
94.102.49.193,adam,passw0rd,2025-04-20T20:52:49+0200,DELETE,/logout,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",-,success
134.209.120.69,david,admin,2025-04-21T06:52:49+1200,PATCH,/api/data,502,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://attack.com/malicious,success
103.152.220.10,isabella,'; DROP TABLE users; --,2025-04-21T00:22:49+0530,PUT,/dashboard,404,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://someother.com,success
185.246.208.200,john_doe,root' OR '1'='1,2025-04-20T20:52:49+0200,PATCH,/logout,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://evil.com/phishing,success
103.207.38.34,dev,' OR 1=1#,2025-04-21T06:52:49+1200,HEAD,/auth,403,curl/7.68.0,https://google.com,failed
45.83.64.1,test,123qwe,2025-04-20T14:52:49-0400,DELETE,/register,200,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://bot.com/spam,failed
185.220.100.252,dbadmin,admin' #,2025-04-21T04:52:49+1000,HEAD,/usr/login,401,PostmanRuntime/7.29.0,https://unknown.tld/weird,failed
134.209.120.69,janedoe,admin,2025-04-21T04:52:49+1000,POST,/api/data,404,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://evil.com/phishing,failed
194.147.142.0,john_doe,123qwe,2025-04-20T21:52:49+0300,OPTIONS,/settings,500,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://evil.com/redirect,failed
45.134.20.55,james,123qwe,2025-04-20T20:52:49+0200,GET,/register,403,PostmanRuntime/7.29.0,https://youtube.com,failed
218.92.0.216,root,iloveyou,2025-04-21T00:22:49+0530,PATCH,/logout,502,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://bot.com/spam,failed
218.92.0.111,user,passw0rd,2025-04-21T00:22:49+0530,PUT,/dashboard,301,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://unknown.tld/weird,failed
198.98.54.17,adam,passw0rd,2025-04-20T20:52:49+0200,OPTIONS,/dashboard,301,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://legit-site.org,failed
111.90.147.183,hacker,1234abcd,2025-04-20T20:52:49+0200,DELETE,/profile,301,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://hacked.com/exploit,failed
218.92.0.230,service_account,password,2025-04-21T00:22:49+0530,DELETE,/register,404,python-requests/2.25.1,https://legit-site.org,failed
218.92.0.236,johnsmith,admin' --,2025-04-21T00:22:49+0530,DELETE,/register,500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://legit-site.org,success
203.0.113.5,webmaster,' OR 1=1#,2025-04-20T22:52:49+0400,GET,/register,503,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://bot.com/spam,failed
185.246.208.200,angela,admin' --,2025-04-20T20:52:49+0200,PATCH,/profile,201,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://facebook.com,failed
37.123.163.58,test,pass@123,2025-04-21T00:22:49+0530,PUT,/settings,201,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://unknown.tld/weird,success
218.92.0.216,service_account,admin' #,2025-04-20T20:52:49+0200,GET,/profile,502,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://unknown.tld/weird,success
218.92.0.230,isabella,admin' --,2025-04-20T20:52:49+0200,OPTIONS,/auth,403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",-,failed
103.86.49.149,charlie,root' OR '1'='1,2025-04-20T20:52:49+0200,PATCH,/usr/login,301,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://secured.com,failed
193.32.126.210,johnsmith,admin' --,2025-04-21T00:22:49+0530,POST,/dashboard,401,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://secured.com,success
185.220.100.252,guest,'; DROP TABLE users; --,2025-04-20T18:52:49+0000,HEAD,/register,500,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://evil.com/phishing,success
45.66.11.10,webmaster,<script>alert('xss')</script>,2025-04-20T20:52:49+0200,DELETE,/register,404,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://youtube.com,success
218.92.0.217,service_account,admin' #,2025-04-20T21:52:49+0300,DELETE,/admin,502,python-requests/2.25.1,https://example.com,success
103.55.38.6,adam,""" onmouseover=""alert(1)""",2025-04-20T20:52:49+0200,PUT,/register,301,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://secured.com,success
103.15.28.5,angela,1234abcd,2025-04-21T00:22:49+0530,GET,/api/user,500,curl/7.68.0,https://unknown.tld/weird,success
172.16.0.3,alex,qwerty,2025-04-20T14:52:49-0400,PUT,/profile,201,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://evil.com/redirect,success
194.147.142.0,smith,letmein123,2025-04-20T11:52:49-0700,DELETE,/settings,403,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://unknown.tld/weird,success
218.92.0.216,johnsmith,admin' --,2025-04-20T20:52:49+0200,OPTIONS,/dashboard,503,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://bot.com/spam,success
185.220.100.252,manager,password123,2025-04-21T00:22:49+0530,PUT,/dashboard,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://google.com,failed
103.152.220.10,admin,admin' --,2025-04-20T11:52:49-0700,PUT,/usr/login,404,curl/7.68.0,https://someother.com,success
45.134.20.55,janedoe,123456,2025-04-20T21:52:49+0300,GET,/api/data,200,curl/7.68.0,https://attack.com/malicious,success
218.92.0.111,service,root123,2025-04-21T03:52:49+0900,POST,/profile,400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",-,success
218.92.0.219,alex,123qwe,2025-04-21T06:52:49+1200,PUT,/auth,502,curl/7.68.0,-,success
218.92.0.233,bob,12345,2025-04-20T18:52:49+0000,HEAD,/logout,301,PostmanRuntime/7.29.0,https://legit-site.org,failed
45.148.10.67,david,123qwe,2025-04-20T21:52:49+0300,OPTIONS,/logout,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://secured.com,success
103.15.28.5,john_doe,x' OR 1=1 --,2025-04-20T20:52:49+0200,DELETE,/register,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),-,failed
45.66.11.10,bob,admin' --,2025-04-20T14:52:49-0400,GET,/api/data,502,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://evil.com/phishing,failed
218.92.0.217,david,12345,2025-04-21T04:52:49+1000,GET,/register,401,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://facebook.com,failed
103.75.201.2,donald,admin' --,2025-04-21T06:52:49+1200,PUT,/dashboard,401,PostmanRuntime/7.29.0,https://google.com,success
185.220.100.252,alex,toor,2025-04-20T18:52:49+0000,GET,/settings,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://secured.com,success
146.70.80.184,adam,admin' --,2025-04-21T06:52:49+1200,PATCH,/usr/login,500,python-requests/2.25.1,https://youtube.com,failed
218.92.0.226,hilary,welcome,2025-04-20T21:52:49+0300,POST,/usr/login,403,curl/7.68.0,-,failed
218.92.0.227,hilary,admin' #,2025-04-20T22:52:49+0400,GET,/auth,403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://facebook.com,failed
185.142.236.35,donald,welcome,2025-04-21T06:52:49+1200,PUT,/settings,201,python-requests/2.25.1,https://google.com,success
218.92.0.220,smith,password123,2025-04-20T19:52:49+0100,OPTIONS,/settings,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://unknown.tld/weird,failed
103.75.201.2,john_doe,1234abcd,2025-04-21T03:52:49+0900,POST,/usr/login,400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://facebook.com,failed
218.92.0.218,charlie,welcome,2025-04-21T04:52:49+1000,POST,/profile,403,curl/7.68.0,https://google.com,success
209.141.38.71,service,root' OR '1'='1,2025-04-21T06:52:49+1200,PATCH,/logout,201,curl/7.68.0,https://legit-site.org,failed
45.66.11.10,admin,qwerty,2025-04-21T06:52:49+1200,PATCH,/auth,404,curl/7.68.0,https://legit-site.org,success
198.98.54.17,webmaster,' OR '1'='1,2025-04-20T11:52:49-0700,PUT,/api/data,500,PostmanRuntime/7.29.0,https://example.com,success
218.92.0.236,guest,<script>alert(1)</script>,2025-04-21T04:52:49+1000,HEAD,/profile,500,curl/7.68.0,https://evil.com/phishing,success
45.134.20.55,guest,iloveyou,2025-04-20T19:52:49+0100,PUT,/profile,502,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://evil.com/redirect,failed
218.92.0.228,service,1234abcd,2025-04-20T14:52:49-0400,HEAD,/usr/login,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://google.com,failed
45.66.11.10,isabella,pass@123,2025-04-20T11:52:49-0700,HEAD,/settings,404,PostmanRuntime/7.29.0,https://secured.com,success
198.51.100.7,isabella,passw0rd,2025-04-21T00:22:49+0530,PATCH,/api/user,401,curl/7.68.0,https://legit-site.org,success
218.92.0.217,service_account,' OR '1'='1,2025-04-21T06:52:49+1200,PUT,/logout,401,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://someother.com,success
185.246.208.200,test,' OR 1=1#,2025-04-20T21:52:49+0300,PATCH,/auth,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64),-,failed
194.147.142.0,donald,""" onmouseover=""alert(1)""",2025-04-20T21:52:49+0300,POST,/api/user,201,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://legit-site.org,success
103.152.220.10,angela,' OR 1=1#,2025-04-20T20:52:49+0200,POST,/usr/login,400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://example.com,failed
218.92.0.231,david,password,2025-04-20T21:52:49+0300,POST,/profile,403,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://secured.com,success
45.227.253.82,service_account,123qwe,2025-04-20T14:52:49-0400,PUT,/dashboard,403,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://google.com,failed
218.92.0.217,guest1,admin,2025-04-21T00:22:49+0530,OPTIONS,/admin,301,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",-,failed
218.92.0.228,service,root123,2025-04-20T20:52:49+0200,HEAD,/api/data,403,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://hacked.com/exploit,success
103.75.201.2,david,welcome,2025-04-20T22:52:49+0400,GET,/admin,400,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://unknown.tld/weird,success
198.98.54.17,guest,passw0rd,2025-04-20T20:52:49+0200,DELETE,/api/data,403,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://facebook.com,success
218.92.0.229,admin,iloveyou,2025-04-20T11:52:49-0700,POST,/dashboard,403,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://example.com,success
103.55.38.6,guest,admin,2025-04-21T04:52:49+1000,PUT,/dashboard,400,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://secured.com,success
218.92.0.226,hilary,x' OR 1=1 --,2025-04-20T18:52:49+0000,DELETE,/login,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://someother.com,success
185.220.101.23,root,<script>alert('xss')</script>,2025-04-20T22:52:49+0400,GET,/register,301,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://secured.com,failed
218.92.0.236,testuser,toor,2025-04-20T11:52:49-0700,POST,/api/data,201,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://example.com,failed
185.220.101.23,john_doe,' OR '1'='1,2025-04-20T20:52:49+0200,GET,/api/data,400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://facebook.com,success
209.141.38.71,root,<script>alert('xss')</script>,2025-04-20T18:52:49+0000,HEAD,/api/user,200,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",-,success
218.92.0.103,charlie,123456,2025-04-21T04:52:49+1000,OPTIONS,/dashboard,503,python-requests/2.25.1,-,failed
146.70.80.184,root,root' OR '1'='1,2025-04-20T20:52:49+0200,DELETE,/auth,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://hacked.com/exploit,success
103.75.201.2,donald,toor,2025-04-20T20:52:49+0200,POST,/api/user,301,curl/7.68.0,https://hacked.com/exploit,failed
185.220.101.23,service,123456,2025-04-20T18:52:49+0000,POST,/profile,401,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://hacked.com/exploit,success
111.90.147.183,james,12345,2025-04-20T22:52:49+0400,OPTIONS,/logout,503,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://example.com,failed
218.92.0.236,dev,qwerty,2025-04-20T20:52:49+0200,GET,/register,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://example.com,failed
185.142.236.35,david,""" onmouseover=""alert(1)""",2025-04-20T22:52:49+0400,PATCH,/admin,403,python-requests/2.25.1,https://evil.com/phishing,success
89.234.157.254,root,root' OR '1'='1,2025-04-20T22:52:49+0400,GET,/api/user,400,curl/7.68.0,https://facebook.com,failed
203.190.54.1,charlie,letmein123,2025-04-20T21:52:49+0300,OPTIONS,/settings,301,curl/7.68.0,https://facebook.com,success
218.92.0.230,dev,admin' --,2025-04-20T20:52:49+0200,PATCH,/auth,502,python-requests/2.25.1,https://bot.com/spam,failed
103.207.38.34,testuser,root123,2025-04-21T06:52:49+1200,PUT,/logout,403,python-requests/2.25.1,https://example.com,success
103.207.38.34,service,123qwe,2025-04-20T11:52:49-0700,GET,/auth,500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://evil.com/redirect,failed
111.90.147.183,root,123456,2025-04-20T20:52:49+0200,POST,/auth,404,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://evil.com/redirect,success
45.134.20.55,james,password123,2025-04-20T19:52:49+0100,GET,/api/user,503,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://someother.com,success
103.75.201.2,bob,' OR 1=1#,2025-04-20T22:52:49+0400,PUT,/api/data,201,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://someother.com,failed
103.86.49.149,service,passw0rd,2025-04-20T22:52:49+0400,DELETE,/logout,201,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",-,failed
109.248.148.55,guest1,root' OR '1'='1,2025-04-21T06:52:49+1200,GET,/dashboard,502,Mozilla/5.0 (Windows NT 10.0; Win64; x64),https://google.com,failed
103.75.201.2,smith,<script>alert(1)</script>,2025-04-20T14:52:49-0400,POST,/api/data,502,PostmanRuntime/7.29.0,https://google.com,failed
103.152.220.10,angela,root' OR '1'='1,2025-04-20T20:52:49+0200,HEAD,/auth,500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://secured.com,success
218.92.0.225,david,'; DROP TABLE users; --,2025-04-21T03:52:49+0900,POST,/dashboard,403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://someother.com,success
218.92.0.218,service,root' OR '1'='1,2025-04-20T20:52:49+0200,GET,/api/data,401,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://youtube.com,failed
141.98.10.91,james,root123,2025-04-20T22:52:49+0400,PATCH,/admin,502,PostmanRuntime/7.29.0,https://evil.com/redirect,failed
134.209.120.69,manager,<script>alert('xss')</script>,2025-04-21T00:22:49+0530,PUT,/api/data,400,PostmanRuntime/7.29.0,https://example.com,failed
218.92.0.226,johnsmith,root,2025-04-20T18:52:49+0000,POST,/logout,201,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",-,failed
134.209.120.69,donald,toor,2025-04-21T04:52:49+1000,GET,/dashboard,400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",https://secured.com,success
94.102.49.193,root,password123,2025-04-21T06:52:49+1200,PATCH,/logout,400,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://evil.com/phishing,failed
218.92.0.221,service_account,' OR 1=1#,2025-04-21T06:52:49+1200,PATCH,/dashboard,500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://evil.com/redirect,failed
103.86.49.149,donald,root123,2025-04-21T00:22:49+0530,PUT,/dashboard,401,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),https://example.com,failed
103.55.38.6,dbadmin,welcome,2025-04-20T19:52:49+0100,HEAD,/api/data,500,PostmanRuntime/7.29.0,https://evil.com/phishing,failed
218.92.0.229,root,admin,2025-04-20T20:52:49+0200,POST,/admin,200,curl/7.68.0,https://unknown.tld/weird,failed
218.92.0.111,service_account,pass@123,2025-04-20T20:52:49+0200,GET,/usr/login,503,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://attack.com/malicious,failed
218.92.0.111,donald,'; DROP TABLE users; --,2025-04-21T04:52:49+1000,PATCH,/logout,502,PostmanRuntime/7.29.0,https://example.com,success
45.66.11.10,angela,123qwe,2025-04-20T14:52:49-0400,PUT,/profile,403,curl/7.68.0,https://evil.com/redirect,failed
103.75.201.2,guest1,admin' --,2025-04-21T03:52:49+0900,POST,/api/data,502,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121",https://bot.com/spam,failed
185.129.62.62,alex,admin' --,2025-04-20T20:52:49+0200,PUT,/profile,404,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",https://evil.com/redirect,failed
203.0.113.5,admin,admin' --,2025-04-21T00:22:49+0530,OPTIONS,/profile,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329",https://attack.com/malicious,failed
37.123.163.58,alex,' OR '1'='1,2025-04-20T21:52:49+0300,DELETE,/logout,401,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://evil.com/redirect,success
218.92.0.218,service_account,pass@123,2025-04-20T14:52:49-0400,GET,/usr/login,403,PostmanRuntime/7.29.0,https://legit-site.org,failed
218.92.0.226,adam,root123,2025-04-20T21:52:49+0300,GET,/logout,404,python-requests/2.25.1,https://unknown.tld/weird,success
218.92.0.216,eve,' OR '1'='1,2025-04-20T18:52:49+0000,DELETE,/dashboard,201,curl/7.68.0,https://google.com,failed
218.92.0.233,testuser,root,2025-04-20T20:52:49+0200,GET,/api/user,503,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36",https://evil.com/redirect,failed
37.123.163.58,john_doe,passw0rd,2025-04-20T20:52:49+0200,PATCH,/settings,301,PostmanRuntime/7.29.0,https://secured.com,success
111.90.147.183,admin,password1,2025-04-20T20:52:49+0200,HEAD,/logout,201,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",-,failed
